order_id,customer_id,ship_mode,vendor_id,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
CA-2017-113670,RS-19765,First Class,VEN04,delivered,3-9-18 12:40 PM,3-9-18 12:50 PM,3-12-18 8:46 PM,3-23-18 7:16 PM,29-03-2018
CA-2017-113705,LC-16870,Second Class,VEN05,delivered,11-24-17 6:25 PM,11-24-17 9:36 PM,11-27-17 8:32 PM,12-2-17 12:22 PM,20-12-2017
CA-2017-113873,KE-16420,Standard Class,VEN01,shipped,6-5-17 10:17 PM,6-6-17 10:35 PM,6-9-17 12:27 PM,,26-06-2017
CA-2017-113908,KN-16390,Standard Class,VEN05,delivered,6-2-17 11:57 AM,6-3-17 2:22 AM,6-9-17 10:46 AM,6-14-17 3:17 PM,28-06-2017
CA-2017-114055,MH-18115,Second Class,VEN02,delivered,6-22-18 8:46 AM,6-22-18 9:15 AM,6-22-18 1:35 PM,7-2-18 7:54 PM,01-08-2018
CA-2017-114216,RK-19300,Standard Class,VEN03,delivered,7-19-18 8:17 AM,7-19-18 8:45 AM,7-20-18 11:11 AM,7-26-18 7:05 PM,06-08-2018
CA-2017-114258,EM-13825,Second Class,VEN04,delivered,11-24-17 9:21 AM,11-24-17 9:34 AM,11-24-17 3:55 PM,12-12-17 7:23 PM,19-12-2017
CA-2017-114370,BN-11470,Second Class,VEN03,delivered,8-20-18 9:49 PM,8-20-18 10:10 PM,8-21-18 12:51 PM,8-24-18 11:18 PM,03-09-2018
CA-2017-114412,AA-10480,Standard Class,VEN04,delivered,12-5-17 11:45 AM,12-5-17 11:58 AM,12-8-17 7:47 PM,12-14-17 10:39 PM,28-12-2017
CA-2017-114440,TB-21520,Second Class,VEN02,delivered,9-1-17 11:49 AM,9-1-17 12:04 PM,9-5-17 3:43 PM,9-14-17 7:12 PM,21-09-2017
CA-2017-114524,EG-13900,Second Class,VEN04,delivered,7-18-18 11:01 PM,7-20-18 4:55 AM,7-25-18 2:44 PM,7-28-18 12:48 AM,13-08-2018
CA-2017-114552,Dl-13600,Standard Class,VEN01,delivered,7-22-17 6:36 PM,7-22-17 6:50 PM,8-1-17 7:32 PM,8-9-17 8:15 PM,15-08-2017
CA-2017-114636,GA-14725,Standard Class,VEN03,delivered,6-6-17 11:40 AM,6-6-17 11:50 AM,6-9-17 11:56 AM,6-26-17 1:29 PM,13-07-2017
CA-2017-114804,BF-11020,Second Class,VEN01,delivered,3-20-17 4:14 PM,3-20-17 4:14 PM,3-21-17 11:57 AM,3-27-17 2:15 PM,10-04-2017
CA-2017-115070,MG-18205,Second Class,VEN03,delivered,7-3-17 11:16 AM,7-4-17 11:24 AM,7-4-17 4:08 PM,7-14-17 11:59 AM,31-07-2017
CA-2017-115105,BD-11770,Standard Class,VEN02,delivered,11-19-17 2:03 PM,11-19-17 2:15 PM,11-20-17 8:43 PM,11-24-17 8:24 PM,15-12-2017
CA-2017-115119,SC-20440,Standard Class,VEN05,delivered,2-19-18 1:32 PM,2-20-18 1:28 PM,2-23-18 11:59 PM,3-2-18 10:39 PM,19-03-2018
CA-2017-115154,RS-19420,First Class,VEN03,delivered,2-18-18 6:58 AM,2-18-18 7:40 AM,2-21-18 6:46 PM,2-22-18 7:13 PM,05-03-2018
CA-2017-115175,MC-17575,Standard Class,VEN05,delivered,6-30-18 11:22 PM,6-30-18 11:35 PM,7-2-18 12:42 PM,7-4-18 4:35 PM,30-07-2018
CA-2017-115322,ZC-21910,Second Class,VEN02,delivered,1-15-18 11:42 AM,1-15-18 12:27 PM,1-17-18 2:58 PM,1-22-18 8:13 PM,05-02-2018
CA-2017-115364,OT-18730,Standard Class,VEN03,delivered,8-17-17 1:34 PM,8-17-17 3:50 PM,8-21-17 4:16 PM,8-23-17 8:31 PM,01-09-2017
CA-2017-115427,EB-13975,Standard Class,VEN01,delivered,7-19-18 8:22 PM,7-21-18 3:15 AM,7-23-18 3:44 PM,8-2-18 5:28 PM,09-08-2018
CA-2017-115448,MH-18025,First Class,VEN04,delivered,7-30-18 11:16 PM,7-30-18 11:31 PM,8-17-18 3:55 PM,8-27-18 7:07 PM,11-09-2018
CA-2017-115546,AH-10465,Standard Class,VEN03,delivered,5-5-18 9:19 PM,5-8-18 3:55 AM,5-9-18 11:27 AM,5-16-18 3:03 PM,05-06-2018
CA-2017-115602,DJ-13630,Standard Class,VEN02,delivered,3-27-18 9:08 AM,3-27-18 9:27 AM,3-27-18 7:03 PM,4-9-18 11:31 PM,18-04-2018
CA-2017-115651,NS-18640,First Class,VEN02,delivered,8-17-18 12:29 AM,8-17-18 12:49 AM,8-17-18 3:35 PM,8-27-18 12:21 PM,06-09-2018
CA-2017-115777,DO-13645,Standard Class,VEN05,delivered,11-29-17 2:06 PM,12-1-17 11:31 AM,12-15-17 12:24 AM,12-19-17 6:19 PM,02-01-2018
CA-2017-115805,KW-16435,Same Day,VEN04,delivered,5-1-17 8:47 PM,5-1-17 9:02 PM,5-3-17 10:48 AM,5-9-17 8:16 AM,29-05-2017
CA-2017-115882,DB-13555,First Class,VEN02,delivered,4-25-18 9:24 AM,4-25-18 9:49 AM,4-25-18 12:18 PM,5-7-18 6:16 PM,23-05-2018
CA-2017-115931,JM-15655,Standard Class,VEN02,delivered,3-8-17 3:02 PM,3-8-17 3:02 PM,3-9-17 11:00 AM,3-16-17 8:37 AM,31-03-2017
CA-2017-115994,BT-11305,Second Class,VEN01,delivered,9-26-17 1:54 PM,9-28-17 2:49 AM,9-29-17 9:03 PM,11-7-17 10:04 PM,13-10-2017
CA-2017-116113,JW-15220,Second Class,VEN04,delivered,11-24-17 7:47 PM,11-24-17 10:58 PM,11-29-17 3:46 PM,12-19-17 9:08 PM,27-12-2017
CA-2017-116127,SB-20185,Second Class,VEN05,delivered,6-25-18 6:04 PM,6-25-18 6:15 PM,6-27-18 6:02 AM,7-3-18 11:05 PM,18-07-2018
CA-2017-116204,VW-21775,Second Class,VEN05,delivered,5-25-17 7:35 AM,5-25-17 7:45 AM,5-30-17 7:03 AM,6-7-17 3:06 PM,19-06-2017
CA-2017-116225,SV-20935,Standard Class,VEN04,delivered,1-2-18 5:56 PM,1-2-18 6:10 PM,1-8-18 5:19 PM,1-16-18 5:12 PM,31-01-2018
CA-2017-116288,BS-11380,Standard Class,VEN01,delivered,11-4-17 9:44 AM,11-7-17 7:30 AM,11-7-17 8:16 PM,11-13-17 10:58 PM,24-11-2017
CA-2017-116358,KM-16225,Standard Class,VEN05,delivered,3-28-18 5:07 PM,3-28-18 5:27 PM,4-9-18 11:23 PM,4-19-18 2:42 PM,19-04-2018
CA-2017-116498,KA-16525,Standard Class,VEN05,delivered,7-30-18 10:44 PM,8-1-18 3:32 AM,8-23-18 7:12 AM,8-28-18 7:20 PM,31-08-2018
CA-2017-116519,CR-12730,First Class,VEN02,delivered,1-18-17 8:14 PM,1-18-17 8:25 PM,1-20-17 11:07 AM,1-27-17 5:14 PM,20-02-2017
CA-2017-116645,ME-17725,Standard Class,VEN05,delivered,9-5-17 3:07 PM,9-5-17 3:25 PM,9-9-17 1:42 PM,9-20-17 8:18 PM,26-09-2017
CA-2017-116680,PK-19075,Second Class,VEN01,delivered,1-7-18 5:39 PM,1-7-18 5:46 PM,1-8-18 8:45 PM,1-11-18 2:44 PM,02-02-2018
CA-2017-116715,VW-21775,First Class,VEN03,delivered,1-16-18 1:33 PM,1-18-18 2:11 AM,1-19-18 12:38 AM,1-19-18 2:52 PM,31-01-2018
CA-2017-116855,AI-10855,Standard Class,VEN03,delivered,8-13-18 2:18 PM,8-14-18 4:25 AM,8-15-18 2:25 PM,8-21-18 3:16 PM,30-08-2018
CA-2017-116939,AG-10900,Standard Class,VEN01,delivered,4-18-18 12:02 PM,4-18-18 12:15 PM,4-18-18 10:41 PM,4-20-18 3:17 PM,08-05-2018
CA-2017-116946,TS-21505,Standard Class,VEN03,delivered,1-31-17 5:01 PM,1-31-17 5:15 PM,2-1-17 3:27 PM,2-3-17 9:47 AM,20-02-2017
CA-2017-116953,SV-20935,First Class,VEN02,delivered,12-7-17 9:08 AM,12-11-17 6:15 PM,12-13-17 10:24 PM,12-19-17 9:42 PM,03-01-2018
CA-2017-116988,PW-19030,Second Class,VEN04,delivered,4-12-17 11:02 AM,4-13-17 2:45 AM,4-13-17 4:49 PM,5-9-17 6:35 AM,16-05-2017
CA-2017-117009,BK-11260,Standard Class,VEN04,delivered,1-6-18 1:44 PM,1-9-18 7:21 AM,1-17-18 5:30 PM,2-7-18 11:36 PM,15-02-2018
CA-2017-117023,JW-15955,Standard Class,VEN01,delivered,5-6-18 11:23 AM,5-6-18 11:35 AM,5-8-18 3:03 PM,5-15-18 9:17 PM,29-05-2018
CA-2017-117044,HA-14920,Second Class,VEN02,delivered,3-1-18 8:13 PM,3-1-18 8:35 PM,3-2-18 7:25 PM,4-3-18 9:08 PM,03-04-2018
CA-2017-117079,JR-15700,Standard Class,VEN05,delivered,10-19-17 10:59 PM,10-20-17 12:05 AM,10-20-17 5:40 PM,11-3-17 5:57 PM,08-11-2017
CA-2017-117114,CY-12745,Standard Class,VEN03,delivered,2-14-18 12:37 AM,2-15-18 3:51 AM,2-21-18 9:09 PM,3-5-18 2:33 PM,19-03-2018
CA-2017-117128,BF-11080,Second Class,VEN05,delivered,7-28-18 6:27 PM,7-28-18 6:44 PM,7-30-18 1:48 PM,8-4-18 2:38 PM,14-08-2018
CA-2017-117156,TB-21055,Second Class,VEN03,delivered,7-19-18 2:16 PM,7-19-18 2:25 PM,7-20-18 12:16 PM,7-26-18 7:48 PM,09-08-2018
CA-2017-117198,BG-11035,Standard Class,VEN04,delivered,3-26-18 7:58 PM,3-26-18 8:10 PM,3-27-18 10:45 PM,4-9-18 6:52 PM,13-04-2018
CA-2017-117212,BT-11530,Second Class,VEN03,delivered,6-16-18 6:04 PM,6-16-18 6:21 PM,6-18-18 6:57 PM,6-28-18 3:24 PM,05-07-2018
CA-2017-117240,CP-12340,Standard Class,VEN02,delivered,4-26-18 11:38 PM,4-26-18 11:50 PM,4-27-18 3:06 PM,4-30-18 10:58 PM,10-05-2018
CA-2017-117261,TH-21235,Standard Class,VEN04,delivered,1-17-18 2:52 PM,1-17-18 3:10 PM,1-22-18 3:37 PM,1-29-18 4:18 PM,01-02-2018
CA-2017-117324,JP-15520,Standard Class,VEN05,delivered,3-22-17 4:58 PM,3-22-17 4:58 PM,3-23-17 8:40 AM,3-27-17 12:59 PM,12-04-2017
CA-2017-117394,MM-17920,Standard Class,VEN01,delivered,5-18-17 10:54 AM,5-18-17 11:05 AM,5-19-17 9:13 AM,5-23-17 2:07 PM,31-05-2017
CA-2017-117401,PP-18955,Second Class,VEN03,delivered,3-31-17 3:44 PM,3-31-17 3:55 PM,4-3-17 2:49 PM,4-7-17 3:43 PM,25-04-2017
CA-2017-117422,FC-14245,Standard Class,VEN03,delivered,4-10-18 6:41 PM,4-10-18 6:55 PM,4-11-18 8:34 PM,4-12-18 9:04 PM,26-04-2018
CA-2017-117436,LW-17125,Standard Class,VEN04,delivered,6-15-17 7:53 AM,6-17-17 3:48 AM,6-19-17 7:59 PM,6-21-17 4:51 PM,04-07-2017
CA-2017-117443,JB-15400,Second Class,VEN02,delivered,1-14-17 3:11 PM,1-14-17 3:22 PM,2-3-17 10:50 AM,2-3-17 10:50 AM,28-02-2017
CA-2017-117457,KH-16510,Standard Class,VEN04,delivered,8-10-18 1:22 PM,8-10-18 1:35 PM,8-10-18 2:08 PM,8-22-18 10:32 PM,17-09-2018
CA-2017-117485,BD-11320,Standard Class,VEN02,delivered,3-15-18 10:35 PM,3-15-18 10:50 PM,3-19-18 6:36 PM,3-26-18 5:26 PM,10-04-2018
CA-2017-117513,BT-11395,Standard Class,VEN05,delivered,4-5-18 3:34 PM,4-5-18 3:50 PM,4-12-18 7:06 PM,5-4-18 3:24 PM,09-05-2018
CA-2017-117632,CS-12175,Standard Class,VEN02,delivered,2-5-18 12:39 PM,2-6-18 4:32 AM,2-6-18 7:23 PM,3-2-18 6:42 PM,09-03-2018
CA-2017-117646,SC-20845,Standard Class,VEN03,delivered,7-30-18 6:34 PM,7-30-18 7:24 PM,7-31-18 9:57 AM,8-3-18 11:51 AM,09-08-2018
CA-2017-117653,MO-17500,Standard Class,VEN04,delivered,6-9-18 8:36 PM,6-9-18 8:59 PM,6-12-18 12:38 PM,6-25-18 8:32 PM,11-07-2018
CA-2017-117667,MS-17980,Standard Class,VEN02,delivered,8-15-17 8:44 PM,8-22-17 8:45 AM,8-23-17 2:45 PM,8-31-17 8:06 PM,19-09-2017
CA-2017-117695,PW-19030,First Class,VEN03,delivered,8-8-18 12:58 PM,8-8-18 1:10 PM,8-9-18 1:47 PM,8-15-18 4:43 PM,03-09-2018
CA-2017-117702,LS-16975,Standard Class,VEN02,delivered,7-14-18 7:46 PM,7-14-18 8:03 PM,7-16-18 12:31 PM,7-23-18 7:48 PM,20-08-2018
CA-2017-117807,DK-13090,Standard Class,VEN04,delivered,4-14-18 8:26 PM,4-14-18 8:50 PM,4-17-18 1:48 AM,5-10-18 9:13 PM,17-05-2018
CA-2017-117821,HG-15025,Standard Class,VEN01,delivered,2-18-18 6:46 PM,2-18-18 7:46 PM,2-19-18 8:35 PM,3-12-18 6:15 PM,15-03-2018
CA-2017-117863,TS-21340,Standard Class,VEN01,delivered,5-4-18 12:05 AM,5-5-18 3:35 AM,5-7-18 2:18 PM,5-10-18 3:21 PM,25-05-2018
CA-2017-117870,JH-15820,Second Class,VEN01,delivered,3-18-18 5:34 PM,3-18-18 5:50 PM,3-21-18 9:09 PM,4-4-18 6:23 PM,17-04-2018
CA-2017-117926,AS-10225,Second Class,VEN04,delivered,8-14-18 2:08 PM,8-14-18 2:24 PM,8-15-18 1:55 PM,8-17-18 4:58 PM,22-08-2018
CA-2017-117933,RF-19840,Standard Class,VEN03,delivered,1-1-18 11:39 AM,1-1-18 11:46 AM,1-3-18 5:38 PM,1-9-18 12:12 AM,07-02-2018
CA-2017-117947,NG-18355,Second Class,VEN01,delivered,5-17-17 11:44 AM,5-17-17 11:55 AM,5-22-17 4:17 AM,6-5-17 12:23 PM,21-06-2017
CA-2017-118003,DO-13645,Standard Class,VEN01,delivered,8-21-18 4:40 PM,8-21-18 5:08 PM,8-22-18 3:15 PM,8-27-18 11:37 AM,31-08-2018
CA-2017-118017,LC-16870,Second Class,VEN04,delivered,11-24-17 1:04 PM,11-24-17 3:33 PM,11-27-17 2:26 PM,12-5-17 12:22 AM,14-12-2017
CA-2017-118122,GG-14650,Standard Class,VEN05,delivered,10-19-17 10:32 AM,10-19-17 10:46 AM,10-19-17 6:53 PM,10-26-17 4:03 PM,10-11-2017
CA-2017-118136,BB-10990,First Class,VEN03,delivered,5-24-17 4:51 PM,5-24-17 5:05 PM,5-25-17 3:32 PM,6-5-17 4:03 PM,16-06-2017
CA-2017-118199,LB-16795,First Class,VEN01,delivered,11-24-17 9:37 PM,11-25-17 12:36 AM,11-27-17 8:51 PM,12-12-17 1:35 PM,22-12-2017
CA-2017-118213,AB-10060,First Class,VEN05,delivered,3-19-18 6:17 AM,3-19-18 6:30 AM,3-19-18 11:31 PM,3-24-18 1:46 PM,29-03-2018
CA-2017-118346,PO-19180,First Class,VEN02,delivered,1-29-18 12:39 AM,1-29-18 12:49 AM,1-30-18 2:57 PM,2-3-18 1:49 PM,20-02-2018
CA-2017-118360,JC-15775,Standard Class,VEN05,delivered,11-19-17 11:35 AM,11-19-17 11:50 AM,11-23-17 3:38 PM,11-25-17 4:07 PM,01-12-2017
CA-2017-118367,LO-17170,Second Class,VEN02,delivered,2-19-18 9:40 PM,2-19-18 10:47 PM,2-20-18 10:42 PM,3-1-18 12:09 AM,09-03-2018
CA-2017-118402,JO-15280,Standard Class,VEN04,delivered,11-29-17 1:44 PM,11-29-17 1:53 PM,12-4-17 8:29 PM,12-11-17 8:51 PM,22-12-2017
CA-2017-118437,PF-19165,Second Class,VEN03,delivered,4-20-18 2:47 PM,4-24-18 6:19 PM,4-24-18 9:25 PM,5-1-18 1:38 AM,14-05-2018
CA-2017-118521,LF-17185,Standard Class,VEN02,delivered,8-17-18 1:18 PM,8-17-18 2:30 PM,8-20-18 1:35 PM,8-23-18 4:44 PM,11-09-2018
CA-2017-118542,CC-12550,Standard Class,VEN03,delivered,4-23-18 11:36 AM,4-24-18 7:00 PM,4-24-18 11:56 PM,5-6-18 2:05 PM,18-05-2018
CA-2017-118577,XP-21865,Standard Class,VEN05,delivered,11-11-17 3:11 PM,11-11-17 3:30 PM,11-21-17 4:22 PM,11-24-17 10:32 PM,08-12-2017
CA-2017-118640,CS-11950,Standard Class,VEN03,delivered,2-23-18 3:18 PM,2-23-18 3:32 PM,2-27-18 2:09 AM,3-26-18 6:58 PM,29-03-2018
CA-2017-118668,FW-14395,Second Class,VEN04,delivered,5-27-17 12:54 PM,5-27-17 1:10 PM,5-29-17 2:01 PM,6-8-17 12:10 PM,03-07-2017
CA-2017-118724,AR-10825,Second Class,VEN05,delivered,11-13-17 7:14 PM,11-13-17 7:31 PM,11-16-17 5:19 PM,11-21-17 11:10 PM,27-11-2017
CA-2017-118731,LP-17080,Second Class,VEN03,delivered,8-14-18 5:48 PM,8-14-18 6:23 PM,8-16-18 9:02 AM,8-21-18 2:06 PM,30-08-2018
CA-2017-118773,TP-21415,Standard Class,VEN04,delivered,4-19-18 3:43 PM,4-19-18 3:55 PM,4-25-18 2:24 AM,4-27-18 8:38 PM,14-05-2018
CA-2017-118857,AH-10075,First Class,VEN01,delivered,1-25-18 10:10 PM,1-27-18 2:42 AM,1-30-18 11:51 PM,2-16-18 12:29 PM,23-02-2018
CA-2017-118864,KH-16690,Second Class,VEN03,delivered,9-12-17 11:15 PM,9-12-17 11:25 PM,9-15-17 7:51 PM,9-21-17 6:46 PM,29-09-2017
CA-2017-118885,JG-15160,Standard Class,VEN02,delivered,9-23-17 12:30 PM,9-23-17 3:15 PM,9-26-17 12:11 AM,10-5-17 6:43 PM,18-10-2017
CA-2017-118892,TP-21415,Second Class,VEN02,delivered,7-3-18 10:30 AM,7-5-18 4:40 PM,7-3-18 1:12 PM,7-4-18 10:42 PM,16-07-2018
CA-2017-119004,JM-15250,Standard Class,VEN01,delivered,4-25-17 7:37 PM,4-25-17 7:50 PM,4-27-17 1:19 PM,5-5-17 12:13 PM,26-05-2017
CA-2017-119011,LR-17035,Standard Class,VEN03,delivered,2-23-18 8:43 PM,2-23-18 8:55 PM,2-26-18 7:06 PM,3-17-18 2:12 AM,27-03-2018
CA-2017-119193,SK-19990,First Class,VEN04,delivered,12-4-17 1:09 PM,12-4-17 4:33 PM,12-5-17 5:34 PM,12-16-17 12:18 PM,05-01-2018
CA-2017-119284,TS-21205,Standard Class,VEN01,delivered,3-21-18 9:42 PM,3-22-18 3:35 PM,3-23-18 9:51 PM,4-3-18 8:06 PM,11-04-2018
CA-2017-119305,SW-20275,Standard Class,VEN04,delivered,7-23-18 12:04 PM,7-24-18 1:24 PM,7-24-18 2:42 PM,7-31-18 6:42 PM,10-08-2018
CA-2017-119389,BG-11740,First Class,VEN05,delivered,7-25-18 6:49 PM,7-25-18 7:04 PM,7-26-18 9:51 AM,7-31-18 4:28 PM,10-08-2018
CA-2017-119424,SB-20185,Second Class,VEN03,delivered,2-19-18 11:11 AM,2-19-18 11:25 AM,2-19-18 10:04 PM,2-23-18 7:21 PM,09-03-2018
CA-2017-119452,CL-12565,Standard Class,VEN03,delivered,9-6-17 9:01 PM,9-6-17 9:10 PM,9-8-17 8:09 PM,9-14-17 4:00 PM,25-09-2017
CA-2017-119494,JE-15610,Standard Class,VEN03,delivered,7-6-17 8:02 PM,7-6-17 8:15 PM,7-7-17 3:54 PM,7-13-17 9:44 PM,01-08-2017
CA-2017-119564,PL-18925,Standard Class,VEN01,delivered,4-19-18 4:39 PM,4-19-18 4:58 PM,4-20-18 9:46 PM,4-23-18 6:54 PM,08-05-2018
CA-2017-119578,JG-15310,Second Class,VEN05,delivered,8-2-17 3:47 AM,8-2-17 9:23 PM,8-4-17 6:13 PM,8-10-17 8:09 PM,24-08-2017
CA-2017-119655,CV-12295,Standard Class,VEN03,delivered,2-18-18 4:34 PM,2-20-18 7:27 AM,2-20-18 7:04 PM,2-28-18 8:16 PM,13-03-2018
CA-2017-119669,TP-21130,Standard Class,VEN05,delivered,4-9-18 7:23 PM,4-10-18 7:30 PM,4-12-18 5:22 PM,4-16-18 11:11 PM,27-04-2018
CA-2017-119746,CM-12385,Standard Class,VEN04,delivered,5-29-18 8:27 PM,5-29-18 8:54 PM,5-30-18 2:03 PM,6-13-18 12:03 AM,05-07-2018
CA-2017-119809,YS-21880,Standard Class,VEN02,delivered,8-19-18 9:37 PM,8-20-18 1:31 PM,8-20-18 3:47 PM,8-28-18 12:29 AM,06-09-2018
CA-2017-119914,CC-12220,Second Class,VEN05,delivered,12-11-17 12:49 PM,12-11-17 12:58 PM,12-18-17 7:18 PM,1-4-18 11:25 AM,28-12-2017
CA-2017-120019,NG-18355,Standard Class,VEN02,delivered,3-10-18 8:20 PM,3-10-18 8:30 PM,3-13-18 10:03 PM,3-24-18 2:18 PM,13-04-2018
CA-2017-120061,SR-20425,Second Class,VEN04,delivered,8-4-18 1:37 PM,8-4-18 1:50 PM,8-6-18 3:07 PM,8-13-18 9:28 PM,22-08-2018
CA-2017-120168,TB-21625,Same Day,VEN04,delivered,9-26-17 3:51 PM,9-27-17 5:49 PM,9-28-17 3:53 PM,10-16-17 7:23 PM,26-10-2017
CA-2017-120222,LL-16840,Standard Class,VEN02,delivered,1-24-18 4:12 PM,1-24-18 4:39 PM,1-26-18 12:58 PM,2-8-18 11:03 PM,08-02-2018
CA-2017-120327,WB-21850,Standard Class,VEN01,delivered,6-16-18 8:33 AM,6-16-18 8:58 AM,6-28-18 11:18 AM,7-11-18 5:44 PM,03-08-2018
CA-2017-120376,TP-21130,First Class,VEN05,delivered,3-9-18 9:13 PM,3-9-18 9:28 PM,3-13-18 8:03 PM,4-3-18 1:11 AM,12-04-2018
CA-2017-120404,KH-16330,Second Class,VEN03,delivered,4-19-17 5:57 PM,4-24-17 11:32 PM,4-27-17 2:36 PM,5-12-17 2:23 PM,11-05-2017
CA-2017-120614,SM-20950,Standard Class,VEN05,delivered,4-19-18 9:03 AM,4-19-18 4:58 PM,4-20-18 11:03 PM,4-24-18 11:58 AM,08-05-2018
CA-2017-120705,MG-17875,Standard Class,VEN01,delivered,2-5-18 2:39 PM,2-6-18 3:56 PM,2-8-18 10:58 PM,2-14-18 9:09 PM,05-03-2018
CA-2017-120719,SJ-20125,First Class,VEN03,delivered,4-20-17 5:17 PM,4-22-17 2:41 PM,4-24-17 2:43 PM,5-3-17 12:36 PM,16-05-2017
CA-2017-120761,AB-10150,Standard Class,VEN04,delivered,3-3-17 6:40 PM,3-4-17 2:10 AM,3-6-17 1:00 PM,3-13-17 11:30 AM,22-03-2017
CA-2017-120894,JL-15130,Standard Class,VEN03,delivered,6-12-18 9:08 PM,6-12-18 9:42 PM,6-13-18 1:51 PM,6-18-18 4:33 PM,04-07-2018
CA-2017-120936,CA-12310,Standard Class,VEN01,delivered,5-13-18 5:41 PM,5-14-18 5:35 PM,5-16-18 2:49 PM,5-22-18 1:38 PM,04-06-2018
CA-2017-120999,LC-16930,Standard Class,VEN04,delivered,2-1-18 6:47 PM,2-1-18 7:37 PM,2-5-18 11:13 AM,2-16-18 5:32 PM,02-03-2018
CA-2017-121027,HW-14935,Standard Class,VEN01,delivered,7-2-18 11:41 AM,7-5-18 4:03 PM,7-4-18 11:36 AM,7-10-18 10:36 PM,20-07-2018
CA-2017-121048,TC-21295,Standard Class,VEN02,delivered,6-14-17 3:29 PM,6-15-17 3:25 PM,7-7-17 4:09 PM,7-31-17 6:22 PM,17-07-2017
CA-2017-121083,JF-15190,Standard Class,VEN02,delivered,7-24-18 1:22 PM,7-24-18 1:35 PM,7-26-18 11:04 AM,8-2-18 6:58 PM,15-08-2018
CA-2017-121125,MG-17890,Standard Class,VEN01,delivered,1-24-17 12:22 AM,1-25-17 2:42 AM,2-3-17 10:00 AM,2-8-17 9:53 AM,03-03-2017
CA-2017-121160,FM-14290,Same Day,VEN03,delivered,1-2-18 8:12 PM,1-2-18 8:28 PM,1-3-18 10:03 PM,1-16-18 11:56 PM,30-01-2018
CA-2017-121195,NS-18505,First Class,VEN03,delivered,10-5-17 6:36 AM,10-6-17 2:25 AM,10-13-17 8:18 PM,10-18-17 9:02 PM,07-11-2017
CA-2017-121216,MM-17920,Second Class,VEN05,delivered,3-22-18 2:59 PM,3-22-18 3:15 PM,3-23-18 7:49 PM,4-3-18 1:41 AM,18-04-2018
CA-2017-121258,DB-13060,Standard Class,VEN03,delivered,5-8-18 5:10 PM,5-8-18 5:35 PM,5-9-18 3:08 PM,5-12-18 2:08 AM,30-05-2018
CA-2017-121293,JC-15775,Second Class,VEN05,delivered,12-1-17 4:45 PM,12-1-17 5:19 PM,12-5-17 1:09 PM,12-20-17 5:44 PM,27-12-2017
CA-2017-121300,MG-17680,Same Day,VEN01,delivered,3-30-18 10:22 PM,3-30-18 10:30 PM,4-3-18 2:03 AM,4-6-18 7:58 PM,25-04-2018
CA-2017-121314,BE-11410,First Class,VEN03,delivered,3-10-18 2:07 PM,3-10-18 2:27 PM,3-12-18 2:31 PM,4-6-18 11:19 PM,11-04-2018
CA-2017-121398,FH-14365,Standard Class,VEN02,delivered,8-31-17 1:14 PM,8-31-17 1:25 PM,8-31-17 8:24 PM,9-11-17 6:52 PM,27-09-2017
CA-2017-121412,BG-11695,Standard Class,VEN03,delivered,10-4-17 7:47 PM,10-6-17 9:39 AM,10-9-17 8:20 PM,10-30-17 8:21 PM,31-10-2017
CA-2017-121419,TC-21475,First Class,VEN02,delivered,8-3-18 10:16 PM,8-4-18 4:15 AM,8-6-18 2:58 PM,8-8-18 5:18 PM,13-08-2018
CA-2017-121468,KD-16345,First Class,VEN01,delivered,7-14-17 3:51 PM,7-15-17 3:25 AM,7-17-17 2:05 PM,7-20-17 8:23 PM,31-07-2017
CA-2017-121489,CM-11815,Second Class,VEN01,delivered,8-22-18 8:16 PM,8-24-18 3:05 AM,8-24-18 1:57 PM,8-30-18 10:32 PM,12-09-2018
CA-2017-121503,FH-14275,Second Class,VEN03,delivered,8-2-18 12:42 PM,8-2-18 1:25 PM,8-3-18 10:31 AM,8-23-18 5:03 PM,28-08-2018
CA-2017-121538,RH-19495,First Class,VEN02,delivered,9-18-17 10:03 PM,9-18-17 10:15 PM,9-19-17 8:02 PM,9-25-17 10:34 PM,04-10-2017
CA-2017-121559,HW-14935,Second Class,VEN03,delivered,8-1-17 6:44 PM,8-1-17 6:55 PM,8-3-17 6:32 PM,8-8-17 8:33 PM,21-08-2017
CA-2017-121580,ML-17410,Standard Class,VEN04,delivered,5-30-18 2:53 PM,5-31-18 3:35 AM,6-4-18 2:50 PM,6-6-18 6:28 PM,28-06-2018
CA-2017-121615,DL-12925,Standard Class,VEN02,delivered,12-21-17 4:29 PM,12-22-17 5:31 PM,12-26-17 6:23 PM,1-5-18 6:04 PM,17-01-2018
CA-2017-121643,AB-10105,First Class,VEN01,delivered,8-15-18 8:26 PM,8-15-18 8:43 PM,8-21-18 2:51 PM,8-22-18 10:18 PM,23-08-2018
CA-2017-121678,BM-11650,Second Class,VEN01,delivered,10-9-17 2:50 PM,10-9-17 3:15 PM,10-10-17 3:43 PM,10-25-17 7:12 PM,03-11-2017
CA-2017-121706,BM-11140,Standard Class,VEN03,delivered,3-14-18 9:30 PM,3-15-18 3:15 AM,3-15-18 8:04 PM,3-22-18 1:54 PM,10-04-2018
