product_id,product_name,colors,category,sub_category,date_added,manufacturer,merchants,product_name,sizes,upc,weight,product_photos_qty
OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Blue,Office Supplies,Envelopes,04-11-2016,Easy Spirit,"[{""dateSeen"":[""2016-11-04T02:52:13Z""],""name"":""Bhfo, Inc.""}]","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,29025142373,,2
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Blue,Office Supplies,Envelopes,27-09-2016,Quiksilver,"[{""dateSeen"":[""2016-09-27T03:33:23Z""],""name"":""Apparelsave""}]","Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,8.88E+11,,5
OFF-EN-10001028,Staple envelope,Black,Office Supplies,Envelopes,11-05-2016,,,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,,,4
OFF-EN-10001099,Staple envelope,Black,Office Supplies,Envelopes,10-11-2016,Aerosoles,"[{""dateSeen"":[""2016-11-10T09:15:06Z""],""name"":""Apparelsave""}]","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","9.5,7.5",8.89E+11,,5
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Blue,Office Supplies,Envelopes,02-01-2016,,,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",,,,4
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Blue,Office Supplies,Envelopes,12-01-2017,,"[{""dateSeen"":[""2017-01-12T19:09:57Z""],""name"":""Tasharina Corp""}]","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",,6.02E+11,,0
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Blue,Office Supplies,Envelopes,03-03-2016,,,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","2X,3X",,,0
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Blue,Office Supplies,Envelopes,07-01-2017,,"[{""dateSeen"":[""2017-01-07T19:42:33Z""],""name"":""Sole-unlimited""}]","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",11.5,8.83E+11,,0
OFF-EN-10001415,Staple envelope,Blue,Office Supplies,Envelopes,11-11-2016,Stacy Adams,"[{""dateSeen"":[""2016-11-11T09:39:55Z""],""name"":""Apparelsave""}]","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",,7.18E+11,,0
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Pink,Office Supplies,Envelopes,16-11-2015,,"[{""dateSeen"":[""2016-03-01T00:00:00Z""],""name"":""Stylynngiftsstylynngifts - Ebay.com""}]","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",S,8.88E+11,,4
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Blue,Office Supplies,Envelopes,14-11-2016,,"[{""dateSeen"":[""2016-11-14T01:02:29Z""],""name"":""Walmart.com""}]","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","8.5,9.5,11,10,7,6,6.5,7.5,9,8",8.87E+11,,0
OFF-EN-10001509,Poly String Tie Envelopes,Blue,Office Supplies,Envelopes,15-11-2016,New Balance,"[{""dateSeen"":[""2017-01-09T20:24:00Z""],""name"":""Apparelsave""}]","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","7,7.5,15,11.5,8,13,14,12.5,9",8.90E+11,,6
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Blue,Office Supplies,Envelopes,27-08-2016,SNEED,"[{""dateSeen"":[""2016-08-26T00:00:00Z""],""name"":""Yutin Jia""}]","Angle-D Binders with Locking Rings, Label Holders",,,599 g,0
OFF-EN-10001539,Staple envelope,Black,Office Supplies,Envelopes,20-06-2016,,"[{""dateSeen"":[""2016-06-16T00:00:00Z""],""name"":""Tomtop_au - Ebay.com""}]","Angle-D Binders with Locking Rings, Label Holders",,7.88E+11,,2
OFF-EN-10001990,Staple envelope,Black,Office Supplies,Envelopes,07-04-2016,,"[{""dateSeen"":[""2016-04-06T00:00:00Z""],""name"":""Nyc4you2010 - Ebay.com""}]","Angle-D Binders with Locking Rings, Label Holders",13,8.87E+11,,0
OFF-EN-10002230,Airmail Envelopes,Pink,Office Supplies,Envelopes,11-11-2016,Skechers,"[{""dateSeen"":[""2016-11-11T09:46:45Z""],""name"":""Shoezoo""}]","Angle-D Binders with Locking Rings, Label Holders",,8.89E+11,,2
OFF-EN-10002312,#10 Self-Seal White Envelopes,Pink,Office Supplies,Envelopes,04-11-2016,Penny Loves Kenny,"[{""dateSeen"":[""2016-11-04T02:51:40Z""],""name"":""Apparelsave""}]","Angle-D Binders with Locking Rings, Label Holders",8.5,8.01E+11,,5
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Blue,Office Supplies,Envelopes,09-03-2016,,,"Angle-D Binders with Locking Rings, Label Holders",XL,,,0
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Pink,Office Supplies,Envelopes,20-02-2016,,"[{""dateSeen"":[""2016-02-20T15:19:04Z""],""name"":""Virtual Exchanges Inc""}]","Angle-D Binders with Locking Rings, Label Holders",,44209741081,3.0 lbs,2
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Pink,Office Supplies,Envelopes,07-11-2016,VANS,"[{""dateSeen"":[""2016-11-07T00:46:52Z""],""name"":""Apparelsave""}]","Angle-D Binders with Locking Rings, Label Holders","9,9.5",7.58E+11,,9
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Blue,Office Supplies,Envelopes,01-11-2016,Drew,"[{""address"":""1730 Minor Ave"",""availability"":""Yes"",""city"":""Seattle"",""country"":""US"",""dateSeen"":[""2015-07-18T05:00:00Z""],""name"":""Shoes.com"",""phone"":""2068127800"",""province"":""AU-WA""},{""dateSeen"":[""2016-11-01T09:53:32Z""],""name"":""Apparelsave""}]","Angle-D Binders with Locking Rings, Label Holders","7.5W,12.5M,11.5M,14W,12.5W,10W,10.5M,14M,7M,7.5M,14N,11.54W,10N,10M,10.5W,11.5W,11W,86E,8.54W,96E,76E,11M,11N,12.54W,9.54W,144W,9W,12W,8.5M,9N,9M,136E,116E,9.5M,126E,7.54W,8.5W,9.5W,106E,12N,12M,8W,94W,114W,13W,8M,84W,10.54W,74W,146E,104W,124W,13M,134W,13N,7W",,,0
OFF-EN-10002621,Staple envelope,Blue,Office Supplies,Envelopes,02-01-2016,,,"Angle-D Binders with Locking Rings, Label Holders",,,,0
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Blue,Office Supplies,Envelopes,16-11-2015,Qianyuyu,"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]",Angle-D Ring Binders,,,499 g,0
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Black,Office Supplies,Envelopes,27-01-2017,,"[{""dateSeen"":[""2017-01-27T01:24:40Z""],""name"":""Shoenerds""}]",Angle-D Ring Binders,"7,6",8.89E+11,,2
OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Black,Office Supplies,Envelopes,01-12-2015,,,Angle-D Ring Binders,,,,2
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Black,Office Supplies,Envelopes,10-11-2016,PleaserUSA,"[{""dateSeen"":[""2016-11-10T09:12:18Z""],""name"":""Costumes4less.com""}]",Angle-D Ring Binders,,8.85E+11,,0
OFF-EN-10003040,Quality Park Security Envelopes,Pink,Office Supplies,Envelopes,13-11-2015,,,Angle-D Ring Binders,"32,36,34,28,38",,,0
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Black,Office Supplies,Envelopes,02-01-2016,,,Angle-D Ring Binders,,,,0
OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Blue,Office Supplies,Envelopes,12-01-2017,Rocket Dog,"[{""dateSeen"":[""2017-01-12T05:20:34Z""],""name"":""Shoefabs""}]",Avanti 1.7 Cu. Ft. Refrigerator,,8.86E+11,,0
OFF-EN-10003072,Peel & Seel Envelopes,Pink,Office Supplies,Envelopes,11-03-2016,,,Avanti 1.7 Cu. Ft. Refrigerator,,,,4
OFF-EN-10003134,Staple envelope,Blue,Office Supplies,Envelopes,12-01-2017,Keuka SureGrip,"[{""dateSeen"":[""2017-01-12T06:17:50Z""],""name"":""Suregrip Footwear""}]",Avanti 1.7 Cu. Ft. Refrigerator,,8.46E+11,,0
OFF-EN-10003160,Pastel Pink Envelopes,Black,Office Supplies,Envelopes,02-01-2016,,,Avanti 1.7 Cu. Ft. Refrigerator,,,,0
OFF-EN-10003286,Staple envelope,Pink,Office Supplies,Envelopes,16-11-2015,BODYA,"[{""dateSeen"":[""2015-11-15T00:00:00Z""],""name"":""Bodya Jewelry(ships From China)""}]",Avanti 4.4 Cu. Ft. Refrigerator,,,,0
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Blue,Office Supplies,Envelopes,30-12-2015,,,Avanti 4.4 Cu. Ft. Refrigerator,,,,2
OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",Pink,Office Supplies,Envelopes,20-06-2016,,"[{""dateSeen"":[""2016-06-20T09:04:31Z""],""name"":""Tasharina Corp""}]",Avanti 4.4 Cu. Ft. Refrigerator,,6.02E+11,,0
OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Black,Office Supplies,Envelopes,04-09-2016,,"[{""dateSeen"":[""2016-09-04T00:00:00Z""],""name"":""Dymoda - Ebay.com""}]",Avanti 4.4 Cu. Ft. Refrigerator,,23767276785,,0
OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Blue,Office Supplies,Envelopes,27-01-2017,Kenneth Cole Reaction,"[{""dateSeen"":[""2017-01-27T01:20:12Z""],""name"":""Shoefabs""}]",Avanti 4.4 Cu. Ft. Refrigerator,"6,9.5,6.5",8.88E+11,,0
OFF-EN-10003845,Colored Envelopes,Blue,Office Supplies,Envelopes,23-01-2017,Nina,"[{""dateSeen"":[""2017-01-23T05:29:53Z""],""name"":""Apparelsave""}]",Avanti 4.4 Cu. Ft. Refrigerator,"8.5,5.5,10,7,9.5,7.5,9",7.16E+11,,6
OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Pink,Office Supplies,Envelopes,15-01-2016,,,Avanti 4.4 Cu. Ft. Refrigerator,,,,2
OFF-EN-10004007,Park Ridge Embossed Executive Business Envelopes,Blue,Office Supplies,Envelopes,18-08-2015,,"[{""address"":""650 Madison Ave C1"",""availability"":""In Stock"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]","Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll","[{""sourceURLs"":[""http://www.ralphlauren.com/product/index.jsp?productId=65332936""],""value"":""16967935""}]",,,0
OFF-EN-10004030,Convenience Packs of Business Envelopes,Blue,Office Supplies,Envelopes,11-03-2016,,,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",,,,0
OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,White,Office Supplies,Envelopes,12-01-2017,JUSTIN ORIGINAL WORKBOOTS,"[{""dateSeen"":[""2017-01-12T06:19:22Z""],""name"":""Zoro""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,,,3
OFF-EN-10004206,Multimedia Mailers,Pink,Office Supplies,Envelopes,06-11-2016,teva,"[{""dateSeen"":[""2016-11-06T23:57:55Z""],""name"":""Apparelsave""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,8.89E+11,,1
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Pink,Office Supplies,Envelopes,06-11-2016,Puma,"[{""dateSeen"":[""2016-11-06T23:59:04Z""],""name"":""Apparelsave""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack","8.5,7,7.5,9,8,13,12,10.5,10,9.5,11.5,14,11",8.89E+11,,0
OFF-EN-10004459,Security-Tint Envelopes,Pink,Office Supplies,Envelopes,16-11-2015,Qianyuyu,"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,,499 g,0
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Black,Office Supplies,Envelopes,19-02-2016,,"[{""address"":""650 Madison Ave C1"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,,,0
OFF-EN-10004773,Staple envelope,Blue,Office Supplies,Envelopes,10-11-2016,,"[{""dateSeen"":[""2016-11-10T09:13:38Z""],""name"":""Summitfashions""}]","Avery 3 1/2"" Diskette Storage Pages, 10/Pack",,8.29E+11,,3
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Pink,Office Supplies,Envelopes,19-03-2016,,,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,4
OFF-EN-10004955,Fashion Color Clasp Envelopes,Blue,Office Supplies,Envelopes,07-11-2016,,"[{""dateSeen"":[""2016-11-07T19:01:05Z""],""name"":""Tasharina Corp""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,6.02E+11,,2
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Pink,Office Supplies,Fasteners,30-01-2017,Crocs,"[{""dateSeen"":[""2017-01-30T04:12:14Z""],""name"":""Bhfo, Inc.""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,8.87E+11,,0
OFF-FA-10000089,Acco Glide Clips,Blue,Office Supplies,Fasteners,04-11-2016,"PRIMESOURCE, INC.","[{""dateSeen"":[""2016-11-04T23:11:40Z""],""name"":""Promax Commerce""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,7.65E+11,,4
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Blue,Office Supplies,Fasteners,21-05-2016,,"[{""dateSeen"":[""2016-05-21T01:07:35Z""],""name"":""Apparelsave""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,4
OFF-FA-10000304,Advantus Push Pins,Blue,Office Supplies,Fasteners,14-04-2016,,"[{""dateSeen"":[""2016-04-29T00:00:00Z""],""name"":""Bhfo - Ebay.com""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,8.90E+11,,0
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Pink,Office Supplies,Fasteners,16-11-2015,,"[{""dateSeen"":[""2016-06-20T00:00:00Z""],""name"":""B2fitness - Ebay.com""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,6
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Pink,Office Supplies,Fasteners,05-10-2016,Polo Ralph Lauren,"[{""dateSeen"":[""2016-10-05T16:54:43Z""],""name"":""Apparelsave""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,4
OFF-FA-10000611,Binder Clips by OIC,White,Office Supplies,Fasteners,06-05-2016,,"[{""dateSeen"":[""2016-05-06T14:35:19Z""],""name"":""Apparelsave""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,,6
OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Blue,Office Supplies,Fasteners,16-11-2015,Qianyuyu,"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,,499 g,0
OFF-FA-10000624,OIC Binder Clips,Black,Office Supplies,Fasteners,04-03-2016,,"[{""dateSeen"":[""2016-06-18T00:00:00Z""],""name"":""Garson0808 - Ebay.com""}]","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,7.39E+11,,3
OFF-FA-10000735,Staples,Blue,Office Supplies,Fasteners,12-03-2016,,,Avery 473,,,,0
OFF-FA-10000840,OIC Thumb-Tacks,White,Office Supplies,Fasteners,22-03-2016,,,Avery 473,,,,1
OFF-FA-10000936,Acco Hot Clips Clips to Go,Black,Office Supplies,Fasteners,14-10-2015,,,Avery 473,,,,0
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Black,Office Supplies,Fasteners,05-10-2016,New Balance,"[{""dateSeen"":[""2016-11-06T23:58:31Z""],""name"":""Apparelsave""}]",Avery 473,11,8.89E+11,,3
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",White,Office Supplies,Fasteners,02-01-2016,,,Avery 473,,,,4
OFF-FA-10001229,Staples,Pink,Office Supplies,Fasteners,12-01-2017,,"[{""dateSeen"":[""2017-01-12T06:18:25Z""],""name"":""Unbeatablesale""}]",Avery 473,,,,2
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Pink,Office Supplies,Fasteners,02-02-2016,,"[{""dateSeen"":[""2016-01-31T00:00:00Z""],""name"":""Greatgolfsales - Ebay.com""}]",Avery 474,9,6.66E+11,,0
OFF-FA-10001561,Stockwell Push Pins,Pink,Office Supplies,Fasteners,14-01-2017,Bandolino,"[{""dateSeen"":[""2017-01-14T19:22:52Z""],""name"":""Shoefabs""}]",Avery 474,"10,11,5,6.5,7.5 M,8.5,9,9.5",7.32E+11,,0
OFF-FA-10001754,Stockwell Gold Paper Clips,Blue,Office Supplies,Fasteners,02-01-2016,,,Avery 474,"10,8.5,7,6,6.5,7.5,9,8",,,0
OFF-FA-10001843,Staples,Blue,Office Supplies,Fasteners,30-11-2015,,"[{""country"":""US"",""dateSeen"":[""2016-02-13T00:00:00Z""],""name"":""Kmart""}]",Avery 474,,30915813228,,0
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Black,Office Supplies,Fasteners,09-01-2017,Mizuno,"[{""dateSeen"":[""2017-01-09T19:46:05Z""],""name"":""New York Deals""}]",Avery 474,"10.5,11.5,12,7.5,8,8.5,9",41969672549,,5
OFF-FA-10002280,Advantus Plastic Paper Clips,Blue,Office Supplies,Fasteners,12-01-2017,Vaneli Sport,"[{""dateSeen"":[""2017-01-12T19:09:01Z""],""name"":""Apparelsave""}]",Avery 474,"8.5,7,6,9.5,6.5,7.5,9,8",6.04E+11,,2
OFF-FA-10002676,Colored Push Pins,Blue,Office Supplies,Fasteners,16-11-2015,Qianyuyu,"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]",Avery 474,,,499 g,3
OFF-FA-10002701,Alliance Rubber Bands,Pink,Office Supplies,Fasteners,04-03-2016,,"[{""dateSeen"":[""2016-04-06T00:00:00Z""],""name"":""Costume-crazy-online - Ebay.com""}]",Avery 474,,,,0
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Blue,Office Supplies,Fasteners,02-01-2016,,,Avery 474,"6,12",,,4
OFF-FA-10002780,Staples,Blue,Office Supplies,Fasteners,27-01-2017,Static Footwear,"[{""dateSeen"":[""2017-01-27T01:19:36Z""],""name"":""Off Price Direct""}]",Avery 475,,6.41E+11,,4
OFF-FA-10002815,Staples,Blue,Office Supplies,Fasteners,09-01-2017,VANS,"[{""dateSeen"":[""2017-01-09T20:23:47Z""],""name"":""Webzom""}]",Avery 475,,7.58E+11,,0
OFF-FA-10002975,Staples,Blue,Office Supplies,Fasteners,08-05-2016,,"[{""dateSeen"":[""2016-10-04T00:00:00Z""],""name"":""Bhfo - Ebay.com""}]",Avery 475,,6.59E+11,,0
OFF-FA-10002983,Advantus SlideClip Paper Clips,Pink,Office Supplies,Fasteners,02-12-2015,,,Avery 475,,,,0
OFF-FA-10002988,Ideal Clamps,Black,Office Supplies,Fasteners,22-03-2016,,"[{""dateSeen"":[""2016-03-22T00:00:00Z""],""name"":""Saleblitz - Ebay.com""}]",Avery 476,10.5-11,,,0
OFF-FA-10003021,Staples,Blue,Office Supplies,Fasteners,26-03-2016,,"[{""dateSeen"":[""2016-03-25T00:00:00Z""],""name"":""Great_stuff_2006 - Ebay.com""}]",Avery 476,Medium,8.43E+11,,4
OFF-FA-10003059,Assorted Color Push Pins,Black,Office Supplies,Fasteners,23-03-2016,,"[{""dateSeen"":[""2016-03-23T00:00:00Z""],""name"":""Luopx6811 - Ebay.com""}]",Avery 476,,6.66E+11,,2
OFF-FA-10003112,Staples,Pink,Office Supplies,Fasteners,19-01-2017,RG Costumes,"[{""dateSeen"":[""2016-04-06T00:00:00Z""],""name"":""Kingsauctions - Ebay.com""},{""dateSeen"":[""2017-01-19T18:54:32Z""],""name"":""Costumes4less""},{""dateSeen"":[""2015-11-12T00:00:00Z""],""name"":""Anytimecostumeanytimecostume - Ebay.com""},{""dateSeen"":[""2016-04-06T00:00:00Z""],""name"":""Purecostumes - Ebay.com""}]",Avery 476,,54225811200,,3
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Blue,Office Supplies,Fasteners,27-01-2017,PleaserUSA,"[{""dateSeen"":[""2017-01-27T01:32:21Z""],""name"":""Beston Shoes""}]",Avery 476,,8.85E+11,,0
OFF-FA-10003472,Bagged Rubber Bands,Pink,Office Supplies,Fasteners,30-03-2016,,,Avery 476,,,,0
OFF-FA-10003485,Staples,Blue,Office Supplies,Fasteners,26-03-2016,,"[{""dateSeen"":[""2016-04-11T00:00:00Z""],""name"":""Bhfo - Ebay.com""}]",Avery 476,,7.95E+11,,0
OFF-FA-10003495,Staples,Blue,Office Supplies,Fasteners,02-01-2016,,,Avery 476,,,,3
OFF-FA-10004076,Translucent Push Pins by OIC,Blue,Office Supplies,Fasteners,16-03-2016,,"[{""dateSeen"":[""2016-04-02T00:00:00Z""],""name"":""Theshoes_n_stuffguytheshoes_n_stuffguy - Ebay.com""}]",Avery 476,9,8.86E+11,,0
OFF-FA-10004248,Advantus T-Pin Paper Clips,Pink,Office Supplies,Fasteners,14-01-2017,,"[{""dateSeen"":[""2017-01-14T19:22:50Z""],""name"":""Shoebuy.com""}]",Avery 476,,8.87E+11,,0
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Blue,Office Supplies,Fasteners,01-01-2016,,,Avery 477,,,,0
OFF-FA-10004838,"Super Bands, 12/Pack",Black,Office Supplies,Fasteners,07-07-2016,,"[{""dateSeen"":[""2016-07-07T22:01:16Z""],""name"":""Apparelsave""}]",Avery 477,,,,0
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Black,Office Supplies,Fasteners,12-01-2017,USA Dawgs,"[{""dateSeen"":[""2017-01-12T19:08:19Z""],""name"":""Virtual Exchanges Inc""}]",Avery 477,,8.79E+11,,0
OFF-FA-10004968,Rubber Band Ball,Pink,Office Supplies,Fasteners,27-01-2017,Reliable of Milwaukee,"[{""dateSeen"":[""2017-01-27T01:25:56Z""],""name"":""Walmart.com""}]",Avery 477,"10,7,6,9,8",33977184770,,0
OFF-LA-10000081,Avery 496,Blue,Office Supplies,Labels,09-01-2017,Dolce Vita,"[{""dateSeen"":[""2017-01-09T20:24:31Z""],""name"":""Apparelsave""}]",Avery 478,"8.5,9.5,7.5,9,8",8.86E+11,,0
OFF-LA-10000121,Avery 48,Black,Office Supplies,Labels,09-01-2017,The North Face,"[{""dateSeen"":[""2017-01-09T19:46:17Z""],""name"":""Step Up""}]",Avery 478,,53329491073,,0
OFF-LA-10000134,Avery 511,Pink,Office Supplies,Labels,09-01-2017,Boreal,"[{""dateSeen"":[""2017-01-09T20:02:27Z""],""name"":""Stand Up Ranchers""}]",Avery 478,,,,2
OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Pink,Office Supplies,Labels,01-08-2016,,"[{""dateSeen"":[""2016-08-10T00:00:00Z""],""name"":""Bhfo - Ebay.com""}]",Avery 478,11.5,8.87E+11,,3
OFF-LA-10000248,Avery 52,Blue,Office Supplies,Labels,10-11-2016,XOXO,"[{""dateSeen"":[""2016-11-10T09:14:31Z""],""name"":""Shoefabs""}]",Avery 479,"10,11,6,6.5,7,7.5,8,9,9.5",7.56E+11,,0
OFF-LA-10000262,Avery 494,Blue,Office Supplies,Labels,27-10-2016,Easy Spirit,"[{""dateSeen"":[""2016-10-27T04:23:17Z""],""name"":""Shoefabs""}]",Avery 479,,29025495240,,1
OFF-LA-10000407,Avery White Multi-Purpose Labels,White,Office Supplies,Labels,05-10-2016,Lucky,"[{""dateSeen"":[""2016-10-05T22:25:31Z""],""name"":""Areatrend""}]",Avery 479,,8.90E+11,,3
OFF-LA-10000414,Avery 503,Blue,Office Supplies,Labels,02-01-2016,,,Avery 48,,,,2
OFF-LA-10000443,Avery 501,Black,Office Supplies,Labels,09-11-2015,Daxx,"[{""dateSeen"":[""2015-11-09T13:10:52Z""],""name"":""Walmart.com""}]",Avery 48,"10.5,10,9.5,11",8.70E+11,,7
OFF-LA-10000452,Avery 488,Blue,Office Supplies,Labels,27-01-2017,,"[{""dateSeen"":[""2017-01-27T01:22:59Z""],""name"":""Elevatit Llc""},{""dateSeen"":[""2016-03-22T00:00:00Z""],""name"":""Graduate08in82 - Ebay.com""}]",Avery 48,8.5,8.87E+11,,0
OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Black,Office Supplies,Labels,19-06-2016,,"[{""dateSeen"":[""2016-06-18T00:00:00Z""],""name"":""Weluvyougirl - Ebay.com""}]",Avery 480,,7.97E+11,,3
OFF-LA-10000634,Avery 509,Pink,Office Supplies,Labels,28-07-2016,,,Avery 480,,,,0
OFF-LA-10000973,Avery 502,Blue,Office Supplies,Labels,19-02-2016,,"[{""address"":""650 Madison Ave C1"",""city"":""New York"",""country"":""US"",""dateSeen"":[""2016-02-21T00:00:00Z""],""name"":""Www.ralphlauren.com"",""phone"":""2123187000"",""postalCode"":""10022"",""province"":""NY""}]",Avery 480,,,,2
OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Blue,Office Supplies,Labels,16-11-2015,Qianyuyu,"[{""dateSeen"":[""2016-04-28T00:00:00Z""],""name"":""Amazon.ca""}]",Avery 480,,,499 g,0
OFF-LA-10001074,Round Specialty Laser Printer Labels,Blue,Office Supplies,Labels,04-04-2016,,"[{""dateSeen"":[""2016-04-03T00:00:00Z""],""name"":""Simlanc06 - Ebay.com""}]",Avery 480,,8.89E+11,,3
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Blue,Office Supplies,Labels,05-10-2016,J75 by Jump,"[{""dateSeen"":[""2016-10-05T22:22:48Z""],""name"":""Apparelsave""}]",Avery 480,,8.84E+11,,3
OFF-LA-10001175,Avery 514,Blue,Office Supplies,Labels,02-02-2016,,"[{""dateSeen"":[""2016-04-24T00:00:00Z""],""name"":""Artisanshouse - Ebay.com""}]",Avery 481,,6.38E+11,,3
