id,order_id,product_id,product_name,sales_amt,qty,discount,profit_amt
7720,CA-2015-108588,OFF-FA-10004968,Rubber Band Ball,14.96,4,0,0.2992
7931,CA-2016-120082,OFF-BI-10004140,Avery Non-Stick Binders,7.184,2,0.2,2.245
1619,US-2016-118780,OFF-BI-10003460,Acco 3-Hole Punch,10.512,3,0.2,3.6792
8954,CA-2017-150910,TEC-PH-10002115,Plantronics 81402,263.96,5,0.2,19.797
2781,CA-2017-167668,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908
8344,US-2014-155544,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162
865,CA-2016-134474,OFF-AR-10003045,Prang Colored Pencils,5.88,2,0,2.646
2458,CA-2017-140949,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
8877,US-2016-141264,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.152
5134,CA-2017-155607,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.4352
3454,CA-2015-153325,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
3180,CA-2017-105235,OFF-ST-10000617,Woodgrain Magazine Files by Perma,8.94,3,0,0.6258
1672,CA-2016-107615,FUR-FU-10001706,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
2431,CA-2017-100748,OFF-BI-10003364,Binding Machine Supplies,70.008,3,0.2,24.5028
6624,CA-2014-130449,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
6782,US-2016-147711,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0,92.97
1045,CA-2017-115651,OFF-AR-10000823,Newell 307,10.192,7,0.2,1.0192
3612,US-2016-131674,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
9715,CA-2014-114251,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232
6950,CA-2017-143021,OFF-BI-10001191,Canvas Sectional Post Binders,20.368,1,0.2,7.3834
154,CA-2015-124919,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
1109,US-2016-110156,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
2788,US-2014-117744,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.2,150.294
3082,US-2017-132297,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.0206
4175,CA-2016-152163,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
9231,CA-2017-133718,OFF-LA-10001613,Avery File Folder Labels,8.64,3,0,4.2336
761,CA-2015-112319,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.988,2,0.4,-14.998
6253,CA-2014-165806,OFF-PA-10000675,Xerox 1919,229.544,7,0.2,83.2097
7591,CA-2016-158778,OFF-FA-10000840,OIC Thumb-Tacks,1.824,2,0.2,0.6156
2722,CA-2014-121286,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
5524,CA-2016-110982,OFF-ST-10002301,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
2076,CA-2014-131051,OFF-BI-10001922,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
6545,US-2017-154872,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
544,CA-2014-103849,OFF-ST-10000532,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176
1635,CA-2016-106530,OFF-AR-10002335,DIXON Oriole Pencils,6.192,3,0.2,0.4644
4788,CA-2015-104346,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,0.7,-1.476
750,CA-2017-126074,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0,2.6068
7843,CA-2014-158470,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.776
5718,CA-2015-124107,TEC-AC-10004145,Logitech diNovo Edge Keyboard,2249.91,9,0,517.4793
7639,CA-2017-104885,OFF-ST-10001580,Super Decoflex Portable Personal File,59.92,4,0,16.7776
3926,CA-2014-103940,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2
5650,CA-2017-142342,OFF-AR-10001972,Newell 323,3.36,2,0,0.8736
4930,US-2014-138828,OFF-PA-10000595,Xerox 1929,114.2,5,0,52.532
6051,CA-2015-153878,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",182.67,3,0,52.9743
3073,CA-2014-119375,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.102
2646,CA-2014-131002,OFF-ST-10004459,Tennsco Single-Tier Lockers,1126.02,3,0,56.301
7288,CA-2016-149965,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.825
8000,US-2014-148194,OFF-AR-10001246,Newell 317,8.82,3,0,2.5578
9346,CA-2017-109085,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
9716,CA-2016-116379,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.176
402,CA-2016-108987,OFF-ST-10002743,SAFCO Boltless Steel Shelving,227.28,2,0,2.2728
4797,US-2016-148901,OFF-PA-10004327,Xerox 1911,47.9,1,0,22.992
270,US-2017-145366,OFF-EN-10004773,Staple envelope,61.96,2,0,30.3604
6237,CA-2016-144400,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
5838,CA-2017-133207,FUR-CH-10003761,Global Italian Leather Office Chair,183.372,2,0.3,-7.8588
2043,CA-2015-104493,OFF-PA-10002230,Xerox 1897,7.968,2,0.2,2.8884
4143,US-2014-107699,OFF-BI-10000088,GBC Imprintable Covers,26.352,8,0.7,-18.4464
5676,CA-2014-135993,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.1432
5450,US-2014-119081,OFF-SU-10002557,Fiskars Spring-Action Scissors,13.98,1,0,3.6348
7544,US-2017-112347,OFF-BI-10003669,3M Organizer Strips,25.92,6,0.2,9.072
3795,US-2014-117163,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,0,42.1314
2454,CA-2017-140949,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588
752,CA-2017-126074,OFF-BI-10003476,Avery Metallic Poly Binders,22.92,4,0,11.0016
8608,CA-2014-151946,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194
301,CA-2016-142545,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,11.808,8,0.7,-8.6592
4555,CA-2016-101448,TEC-PH-10004875,PNY Rapid USB Car Charger - Black,9.588,2,0.4,-2.0774
9240,CA-2017-110310,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468
8998,CA-2017-122763,OFF-PA-10000019,Xerox 1931,36.288,7,0.2,12.7008
5510,US-2017-152569,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999
9544,CA-2015-135251,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577
6222,US-2017-157224,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392
5000,CA-2016-129238,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0,10.4284
9301,US-2015-163433,OFF-BI-10001097,Avery Hole Reinforcements,14.952,3,0.2,5.4201
6208,CA-2016-133697,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,67.144,7,0.2,5.8751
3450,CA-2014-168592,FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.3,-32.6646
4714,CA-2014-108273,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0,38.2668
423,CA-2017-125388,TEC-PH-10000455,GE 30522EE2,231.98,2,0,67.2742
2243,CA-2017-103380,OFF-BI-10002393,Binder Posts,2.296,2,0.8,-3.9032
6455,CA-2017-161102,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
8138,CA-2014-103219,OFF-FA-10003059,Assorted Color Push Pins,3.62,2,0,1.1946
3981,CA-2014-114517,OFF-PA-10000994,Xerox 1915,629.1,6,0,301.968
5578,CA-2016-136686,TEC-PH-10002890,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
2401,CA-2017-147361,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
3242,US-2016-140809,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.5,-67.5435
8536,US-2014-163146,OFF-PA-10001972,Xerox 214,19.44,3,0,9.3312
6714,CA-2017-107629,FUR-CH-10000155,Global Comet Stacking Armless Chair,897.15,3,0,251.202
3037,US-2015-123960,OFF-AR-10000658,Newell 324,57.75,5,0,16.17
4176,CA-2015-154340,OFF-PA-10000349,Easy-staple paper,14.94,3,0,7.0218
5558,CA-2015-125066,OFF-AR-10001446,Newell 309,23.1,2,0,6.93
6361,CA-2015-115693,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,1,0.2,4.2309
2848,CA-2017-157854,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
8376,CA-2015-158701,OFF-FA-10003021,Staples,4.512,3,0.2,0.846
6523,CA-2017-138289,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
9792,CA-2014-127166,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204
5464,CA-2014-146591,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653
6848,CA-2016-162110,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294
727,CA-2017-144113,OFF-AR-10003514,4009 Highlighters by Sanford,19.9,5,0,6.567
5600,CA-2014-108903,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0,266.4522
8823,CA-2017-100622,FUR-BO-10002598,"Hon Metal Bookcases, Putty",283.92,4,0,82.3368
6914,CA-2015-104115,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608
412,CA-2017-117457,OFF-ST-10004459,Tennsco Single-Tier Lockers,375.34,1,0,18.767
4427,CA-2017-159464,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
1197,US-2015-130519,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.942
4252,CA-2015-155068,OFF-FA-10000304,Advantus Push Pins,4.36,2,0,1.7876
4993,CA-2015-153038,OFF-LA-10002475,Avery 519,29.24,4,0,13.7428
2830,CA-2016-124149,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,117.488,7,0.2,41.1208
2996,US-2014-150532,FUR-FU-10000732,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
7603,CA-2014-131947,OFF-AR-10004441,BIC Brite Liner Highlighters,12.42,3,0,5.2164
8524,CA-2017-133074,OFF-PA-10000304,Xerox 1995,12.96,2,0,6.2208
9183,CA-2017-156776,OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.844
9532,CA-2017-102729,TEC-PH-10001527,Plantronics MX500i Earset,85.9,2,0,2.577
8854,US-2015-115343,OFF-AR-10002335,DIXON Oriole Pencils,18.06,7,0,4.6956
9986,CA-2015-100251,OFF-PA-10003641,Xerox 1909,79.14,3,0,36.4044
8110,CA-2017-160122,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0,14.212
18,CA-2014-167164,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.8,-4.396
6019,CA-2014-102652,OFF-FA-10003485,Staples,18.864,9,0.2,6.1308
471,CA-2015-154144,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,61.192,1,0.2,6.1192
711,CA-2014-113887,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168
2048,CA-2016-131835,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801
1067,CA-2015-161263,OFF-AR-10001427,Newell 330,17.94,3,0,4.6644
4054,CA-2014-122931,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
1461,CA-2015-119907,OFF-BI-10000301,GBC Instant Report Kit,7.764,4,0.7,-5.176
8668,CA-2016-149916,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4,0.2,58.38
2995,CA-2016-112893,TEC-PH-10001527,Plantronics MX500i Earset,128.85,3,0,3.8655
8781,CA-2015-133585,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2,0,4.116
9953,CA-2015-141593,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.9916
4150,CA-2017-106068,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,110.98,1,0,15.5372
610,US-2014-105767,FUR-CH-10000513,High-Back Leather Manager's Chair,207.984,2,0.2,-28.5978
6230,CA-2016-148208,OFF-PA-10002421,Embossed Ink Jet Note Cards,36.112,2,0.2,12.6392
524,US-2016-139486,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",35.568,2,0.2,5.7798
9039,CA-2017-157420,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688
746,US-2016-146710,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2,0,6.321
3650,CA-2015-168459,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.388
7034,CA-2016-145548,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209
8522,CA-2016-141887,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,6.688,2,0.2,2.3408
5236,CA-2016-111143,TEC-PH-10001336,Digium D40 VoIP phone,773.94,6,0,224.4426
6698,US-2016-155103,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,0.2,1.5426
4790,CA-2015-104346,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,4.356,2,0.8,-11.7612
5763,CA-2017-158169,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.2,-1.428
9768,CA-2017-102659,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0,2.4012
7077,CA-2016-167416,OFF-ST-10003442,Eldon Portable Mobile Manager,84.84,3,0,22.9068
3532,CA-2016-155565,OFF-FA-10003059,Assorted Color Push Pins,7.24,5,0.2,1.1765
6033,CA-2017-104010,OFF-LA-10001175,Avery 514,14.4,5,0,7.056
7113,CA-2016-109666,OFF-PA-10003441,Xerox 226,15.552,3,0.2,5.4432
2186,CA-2017-124576,FUR-CH-10004287,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148
1811,CA-2016-165484,OFF-BI-10004040,Wilson Jones Impact Binders,3.108,2,0.7,-2.1756
4171,CA-2015-100216,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,6.672,3,0.2,2.1684
2225,CA-2017-121909,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,689.408,4,0.2,77.5584
4513,CA-2016-118969,OFF-BI-10001120,Ibico EPK-21 Electric Binding System,1889.99,5,0.8,-2929.4845
5519,CA-2017-117667,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,8,0.2,18.8784
2382,CA-2016-118052,OFF-LA-10004008,Avery 507,18.432,8,0.2,5.9904
4127,CA-2017-156769,FUR-FU-10000221,"Master Caster Door Stop, Brown",20.32,5,0.2,3.556
7335,CA-2015-125563,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4,0.2,18.8732
2772,CA-2016-163986,OFF-AP-10000390,Euro Pro Shark Stick Mini Vacuum,48.784,1,0.2,3.6588
6633,US-2016-146857,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,13.092,4,0.7,-10.0372
162,CA-2015-119697,TEC-PH-10004120,AT&T 1080 Phone,109.592,1,0.2,8.2194
4462,US-2017-125717,OFF-PA-10002764,Easy-staple paper,56.7,5,0,27.783
2434,US-2017-112613,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,79.99,1,0,28.7964
7377,US-2017-145597,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0,20.155
9700,CA-2017-154116,OFF-PA-10004327,Xerox 1911,191.6,4,0,91.968
4297,CA-2017-117261,OFF-PA-10000143,Astroparche Fine Business Paper,10.56,2,0,5.0688
328,US-2016-141544,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0,16.2486
8529,CA-2017-161172,OFF-ST-10003306,Letter Size Cart,714.3,5,0,207.147
3440,CA-2017-152583,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
5669,CA-2016-142405,OFF-BI-10004781,GBC Wire Binding Strips,9.522,1,0.7,-6.9828
4294,CA-2017-130967,TEC-PH-10002680,Samsung Galaxy Note 3,791.964,6,0.4,-131.994
4596,CA-2016-129868,OFF-BI-10000848,Angle-D Ring Binders,4.923,3,0.7,-3.9384
1801,CA-2016-121034,FUR-BO-10004467,Bestar Classic Bookcase,209.979,7,0.7,-356.9643
1162,CA-2014-126522,OFF-BI-10001670,Vinyl Sectional Post Binders,33.93,3,0.7,-22.62
257,US-2015-159982,OFF-ST-10000136,Letter Size File,222.32,7,0.2,25.011
7660,CA-2017-146493,TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564,6,0.4,-52.641
5072,CA-2014-124478,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
3971,CA-2014-135090,TEC-PH-10002584,Samsung Galaxy S4,1502.376,4,0.4,-250.396
9585,CA-2017-132584,FUR-FU-10002505,Eldon 100 Class Desk Accessories,10.11,3,0,3.2352
2505,CA-2014-143917,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,772.47,3,0,146.7693
3035,US-2015-123960,OFF-SU-10002537,Acme Box Cutter Scissors,20.46,2,0,5.3196
6954,CA-2015-129917,OFF-SU-10003505,Premier Electric Letter Opener,347.58,3,0,17.379
372,CA-2017-104745,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.792
2984,US-2014-112872,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,772.47,3,0,146.7693
1349,CA-2014-118339,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776
8728,CA-2015-103870,OFF-BI-10004828,GBC Poly Designer Binding Covers,33.48,2,0,16.4052
94,CA-2015-149587,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,461.97,3,0,133.9713
3980,CA-2014-114517,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0,60.5528
4733,US-2015-103996,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0,72.6408
6130,CA-2017-162033,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946
5177,CA-2016-148908,OFF-AR-10001216,Newell 339,8.34,3,0,2.1684
3207,CA-2014-158372,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,0,2.2282
7154,CA-2015-106208,OFF-BI-10002498,Clear Mylar Reinforcing Strips,119.616,8,0.2,40.3704
5611,CA-2015-145828,FUR-CH-10003968,Novimex Turbo Task Chair,212.94,3,0,25.5528
8744,US-2015-144771,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,26.49,1,0,7.4172
2627,CA-2017-127180,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0,48.118
2231,CA-2014-128055,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035
3990,CA-2014-122588,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2,0,2.034
8019,CA-2017-114804,TEC-AC-10003610,Logitech Illuminated - Keyboard,239.96,5,0.2,83.986
7578,CA-2014-134726,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124
909,CA-2017-143259,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,716,2,0,193.32
7462,US-2015-136987,OFF-BI-10004492,Tuf-Vin Binders,221.06,7,0,103.8982
9531,CA-2017-111759,OFF-PA-10002421,Embossed Ink Jet Note Cards,67.71,3,0,32.5008
9227,CA-2017-121160,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,129.92,4,0,38.976
3333,CA-2017-122595,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,0,191.6586
3667,CA-2014-129364,OFF-PA-10001363,Xerox 1933,61.4,5,0,28.858
8922,CA-2016-145709,OFF-ST-10001496,Standard Rollaway File with Lock,720.76,4,0,187.3976
8732,CA-2015-111017,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,5.184,3,0.2,1.8144
7149,CA-2016-139941,OFF-AR-10001227,Newell 338,14.7,5,0,3.969
531,US-2015-138303,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,8.134,7,0.8,-13.8278
5110,CA-2014-138450,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.984,2,0.2,13.9972
175,US-2014-100853,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
5269,US-2017-114657,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",24.4,2,0.2,7.93
4789,CA-2015-104346,OFF-PA-10003129,Tops White Computer Printout Paper,195.64,4,0,91.9508
2908,CA-2017-121615,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,398.4,5,0.2,84.66
2878,CA-2016-152072,OFF-AR-10001246,Newell 317,7.056,3,0.2,0.7938
210,CA-2017-135860,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404
3630,CA-2017-155957,OFF-PA-10002606,Xerox 1928,26.4,5,0,11.88
3025,CA-2015-164441,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,41.88,6,0,0.8376
1458,CA-2015-111297,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,0.7,-83.205
1478,CA-2016-121958,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944
3880,CA-2014-151001,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,9,0,70.1784
4996,CA-2014-132227,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,43.98,2,0,21.99
7856,CA-2017-135587,TEC-PH-10000441,VTech DS6151,377.97,3,0,105.8316
9136,CA-2016-124254,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0,11.1564
4195,CA-2015-154200,TEC-PH-10004977,GE 30524EE4,391.98,2,0,113.6742
4690,CA-2014-138681,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,383.976,3,0.2,81.5949
6154,CA-2017-151484,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,1781.682,7,0.4,-653.2834
9561,CA-2016-129280,OFF-AR-10003504,Newell 347,21.4,5,0,6.206
8589,CA-2015-138492,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,549.99,1,0,274.995
2891,CA-2014-142727,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3,0.1,37.23
867,CA-2014-149020,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,38.34,3,0,17.253
9259,CA-2014-168368,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,53.88,6,0,22.6296
7419,US-2016-114013,TEC-PH-10001128,Motorola Droid Maxx,299.98,2,0,83.9944
192,CA-2015-102281,OFF-ST-10000649,Hanging Personal Folder File,62.8,4,0,15.7
816,CA-2015-106565,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188
3111,CA-2016-121671,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,744.1,5,0.3,-95.67
8414,CA-2016-147109,OFF-ST-10004634,"Personal Folder Holder, Ebony",44.84,5,0.2,5.605
6365,CA-2017-110443,FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,401.59,2,0.3,-131.951
9207,CA-2016-146423,OFF-BI-10002949,Prestige Round Ring Binders,18.24,3,0,8.5728
8758,CA-2016-114307,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,0.15,-29.6058
8335,CA-2016-153269,OFF-ST-10001325,Sterilite Officeware Hinged File Box,10.48,1,0,2.8296
8286,CA-2015-154284,OFF-PA-10003441,Xerox 226,20.736,4,0.2,7.2576
5794,CA-2017-140186,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,35.168,4,0.2,8.3524
6958,CA-2016-157588,OFF-PA-10000501,Petty Cash Envelope,64.704,3,0.2,23.4552
9185,CA-2017-156776,OFF-PA-10003656,Xerox 1935,105.52,4,0,48.5392
4372,US-2016-165078,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",5.792,2,0.8,-9.5568
3341,US-2017-109253,TEC-PH-10000562,Samsung Convoy 3,466.158,7,0.4,-93.2316
4632,CA-2017-168396,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.312,1,0.2,-1.289
2557,US-2016-126844,OFF-BI-10003529,Avery Round Ring Poly Binders,2.556,3,0.7,-1.7892
5294,CA-2015-111073,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,1,0.2,3.1842
9714,CA-2014-114251,OFF-FA-10003472,Bagged Rubber Bands,3.024,3,0.2,-0.6048
9477,CA-2015-100818,OFF-ST-10004507,Advantus Rolling Storage Box,51.45,3,0,13.8915
